date,pm10,pm25,no2,so2,co,o3,aerosol_index,latitude,longitude,source,cloud_fraction,qa_value
2024-03-08,36.921,20.275,15.975,8.712,403.833,82.667,0.154,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-09,30.904,18.067,14.475,9.171,371.417,95.083,0.114,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-10,54.012,35.308,25.333,15.975,599.542,98.458,0.197,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-11,60.554,36.117,26.617,14.8,609.0,90.375,0.269,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-12,38.042,19.138,16.808,9.258,371.542,71.833,0.168,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-13,41.225,21.471,19.675,10.263,388.167,66.917,0.213,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-14,54.854,25.225,19.733,9.763,382.417,80.208,0.214,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-15,74.917,37.542,25.517,16.612,538.333,93.958,0.212,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-16,83.896,46.067,34.908,16.258,720.958,91.542,0.264,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-17,60.729,37.283,27.008,13.392,609.167,88.417,0.284,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-18,60.188,37.092,23.921,14.971,573.75,82.75,0.265,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-19,27.892,17.383,19.454,7.767,416.375,81.167,0.136,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-20,57.558,30.054,30.571,12.633,607.917,85.208,0.186,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-21,67.179,38.7,36.85,14.513,750.0,93.833,0.196,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-22,72.775,40.662,37.025,14.504,729.125,87.5,0.2,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-23,60.283,34.133,33.633,13.371,643.708,78.667,0.192,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-24,60.846,31.646,28.35,13.346,525.042,64.292,0.202,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-25,55.571,31.654,32.979,14.888,602.958,79.208,0.182,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-26,62.85,35.283,35.325,15.521,645.375,81.292,0.194,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-27,69.608,38.967,34.637,16.058,658.5,94.958,0.339,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-28,61.688,33.896,29.017,18.054,532.458,77.375,0.428,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-29,60.9,32.254,30.892,13.146,528.25,75.375,0.474,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-30,59.871,30.792,26.979,11.45,480.625,69.542,0.34,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-03-31,43.571,24.662,25.379,11.333,440.542,75.5,0.175,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-01,82.608,40.817,29.575,12.508,534.0,78.083,0.227,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-02,77.467,39.871,24.862,16.979,467.375,85.75,0.218,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-03,61.571,32.225,31.671,13.225,529.667,74.0,0.182,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-04,54.846,27.812,22.25,12.825,414.083,76.333,0.248,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-05,56.921,24.242,19.95,10.446,367.833,83.458,0.245,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-06,63.387,26.592,18.071,10.446,331.042,83.542,0.23,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-07,48.137,23.104,23.692,9.717,413.333,81.375,0.171,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-08,44.6,24.796,21.846,12.979,451.167,93.458,0.146,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-09,52.988,30.471,18.95,15.283,474.208,105.208,0.197,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-10,58.121,33.421,17.446,20.229,424.417,101.333,0.352,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-11,57.704,33.196,12.075,17.588,351.833,103.833,0.495,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-12,49.008,29.838,12.612,21.929,329.458,90.917,0.34,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-13,35.696,21.275,11.933,19.579,271.375,88.667,0.295,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-14,38.896,19.646,12.658,16.2,274.25,85.792,0.326,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-15,51.6,24.262,9.796,6.221,263.75,90.375,0.347,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-16,42.654,18.004,11.458,6.796,265.5,79.292,0.237,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-17,33.042,15.342,13.733,7.233,294.292,84.75,0.179,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-18,26.317,15.062,14.075,8.258,292.833,83.333,0.152,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-19,63.583,23.762,11.417,7.517,241.0,75.458,0.368,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-20,30.275,16.071,11.962,8.533,258.833,100.667,0.268,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-21,36.775,20.521,18.729,9.15,342.208,88.833,0.324,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-22,36.008,21.304,22.533,11.183,409.458,81.125,0.238,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-23,49.233,25.287,24.008,12.192,424.0,80.0,0.171,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-24,53.508,31.421,33.788,14.133,579.625,85.292,0.19,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-25,40.758,24.517,17.537,10.938,386.083,92.208,0.323,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-26,46.425,27.971,17.383,11.362,375.5,95.833,0.524,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-27,69.638,32.512,23.0,10.888,463.333,81.458,0.429,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-28,62.208,26.992,25.975,10.779,455.167,84.083,0.479,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-29,47.35,19.521,17.508,9.308,315.583,84.417,0.437,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-04-30,69.675,24.162,16.025,8.208,329.417,93.583,0.301,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-01,56.779,22.175,15.325,9.592,320.958,106.625,0.192,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-02,65.888,31.746,27.442,11.987,541.083,107.25,0.192,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-03,66.325,34.817,26.192,15.138,537.667,110.667,0.18,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-04,39.971,21.558,14.433,11.221,311.167,73.625,0.17,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-05,42.525,18.479,14.583,8.521,270.542,70.5,0.174,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-06,51.554,21.121,13.417,9.883,266.333,84.708,0.183,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-07,48.8,18.425,12.575,14.833,261.958,78.708,0.213,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-08,36.354,15.612,10.604,17.4,223.292,86.792,0.317,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-09,32.15,15.621,10.929,12.921,234.542,78.75,0.3,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-10,25.708,13.821,9.646,12.571,204.333,67.75,0.254,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-11,35.683,19.146,13.754,13.646,279.792,79.583,0.302,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-12,46.304,25.108,14.183,10.633,313.625,85.792,0.435,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-13,45.383,25.45,11.704,11.517,288.625,99.333,0.522,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-14,58.183,33.396,18.192,9.775,408.0,98.75,0.452,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-15,50.846,27.583,12.575,5.167,332.833,107.75,0.422,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-16,63.404,33.746,18.95,9.212,431.958,118.417,0.355,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-17,60.962,35.925,22.067,13.879,471.0,112.75,0.423,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-18,57.262,33.15,15.746,15.854,379.125,114.875,0.435,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-19,45.488,24.95,14.379,10.688,335.625,101.958,0.365,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-20,33.167,17.375,9.85,7.679,252.667,100.625,0.366,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-21,52.221,21.8,18.588,10.175,325.042,84.333,0.368,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-22,59.65,26.192,18.688,10.621,357.292,90.917,0.355,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-23,40.288,19.088,11.342,10.192,259.542,89.875,0.286,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-24,34.104,16.958,9.675,8.908,230.792,94.583,0.255,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-25,35.196,17.783,9.475,11.571,193.417,94.292,0.302,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-26,38.425,19.583,9.933,12.875,193.708,83.375,0.39,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-27,35.283,18.779,8.162,11.608,172.25,73.583,0.388,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-28,37.383,17.271,5.729,7.483,146.042,67.583,0.4,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-29,39.458,17.467,4.817,6.183,134.25,65.333,0.414,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-30,44.092,15.308,5.087,6.812,126.625,64.333,0.405,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-05-31,33.167,13.596,5.888,7.567,137.5,64.583,0.238,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-01,33.262,13.429,6.396,8.946,157.292,62.542,0.232,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-02,44.2,14.025,7.788,8.058,178.625,65.375,0.242,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-03,58.508,19.412,8.408,12.308,181.0,64.042,0.341,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-04,49.854,17.621,7.65,10.446,166.333,63.083,0.283,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-05,42.225,16.254,7.946,9.317,155.708,57.833,0.246,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-06,40.133,18.525,10.442,10.942,187.833,71.625,0.234,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-07,44.863,21.417,8.675,11.979,184.25,79.917,0.314,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-08,47.375,22.65,8.5,12.421,192.292,77.458,0.392,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-09,50.579,22.671,9.65,16.287,191.75,77.958,0.397,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-10,58.417,23.921,9.567,15.033,179.708,72.208,0.455,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-11,43.883,20.554,8.879,12.779,168.208,71.625,0.428,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-12,36.475,17.225,7.625,9.583,168.875,62.75,0.318,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-13,28.675,13.1,6.8,9.046,160.25,59.958,0.258,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-14,29.017,13.696,6.521,9.5,153.208,61.25,0.291,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-15,40.521,16.842,6.896,10.242,154.333,60.875,0.369,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-16,46.988,17.542,6.946,10.633,150.917,63.667,0.43,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-17,45.633,19.638,7.533,12.125,158.833,58.958,0.409,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-18,33.688,15.575,7.029,11.342,157.0,60.667,0.362,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-19,34.567,14.833,7.0,10.633,156.042,55.875,0.365,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-20,42.529,15.275,7.204,11.571,150.583,59.833,0.448,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-21,52.354,17.004,6.754,9.725,144.208,54.708,0.795,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-22,66.046,18.546,7.617,10.358,150.917,56.125,0.632,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-23,75.117,27.521,11.492,16.508,199.0,60.042,0.631,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-24,54.438,34.154,9.992,15.704,220.792,83.958,0.795,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-25,52.538,34.887,10.3,21.138,239.125,86.875,0.654,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-26,36.958,24.283,10.971,18.121,221.625,75.958,0.498,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-27,21.583,14.312,8.925,12.658,185.542,63.542,0.334,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-28,18.7,11.958,8.783,11.925,168.833,51.417,0.297,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-29,34.433,16.55,8.642,13.083,159.458,49.625,0.556,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-06-30,25.367,13.771,10.496,14.379,168.792,42.583,0.47,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-01,20.233,12.483,9.233,11.954,153.042,42.917,0.33,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-02,44.071,26.088,7.267,7.462,181.5,70.917,0.394,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-03,30.696,13.908,6.846,8.642,147.5,44.208,0.617,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-04,34.425,13.242,7.721,9.388,150.5,42.708,0.711,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-05,36.233,15.954,10.517,13.283,161.625,35.875,0.6,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-06,41.017,18.804,8.688,12.438,151.083,49.708,0.617,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-07,58.383,23.021,7.212,8.504,154.667,55.875,0.851,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-08,60.946,22.729,10.396,9.029,196.167,53.333,0.811,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-09,43.629,20.629,14.117,16.617,221.042,51.625,0.523,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-10,34.333,16.492,10.817,16.596,182.833,51.25,0.452,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-11,36.304,16.229,9.304,11.092,176.0,43.208,0.589,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-12,26.992,14.225,7.6,6.163,165.583,37.458,0.611,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-13,37.662,16.092,8.112,7.096,173.292,45.083,0.619,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-14,51.825,20.625,8.796,7.808,190.25,56.375,0.711,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-15,43.562,22.671,15.342,11.908,254.5,48.75,0.694,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-16,46.417,26.258,13.208,11.658,246.417,68.667,0.678,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-17,26.058,15.442,12.292,19.479,197.917,52.625,0.329,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-18,18.717,12.296,11.825,17.762,189.792,46.583,0.37,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-19,15.462,10.854,8.592,11.292,175.292,55.0,0.227,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-20,20.021,13.483,9.042,13.104,177.792,55.75,0.263,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-21,25.567,17.354,8.108,11.4,183.333,62.875,0.351,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-22,27.633,20.912,9.729,11.104,193.958,49.667,0.312,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-23,35.204,19.892,7.608,7.925,168.25,52.708,0.339,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-24,23.463,17.588,6.917,3.517,177.125,52.167,0.248,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-25,31.067,15.925,7.379,5.129,166.583,43.583,0.357,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-26,35.546,14.317,5.454,4.442,145.375,48.25,0.57,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-27,36.788,15.338,6.433,4.188,154.792,41.833,0.61,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-28,42.225,19.463,9.483,6.779,188.0,39.292,0.479,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-29,30.375,19.5,11.325,9.038,216.833,37.875,0.331,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-30,33.708,15.458,9.142,10.567,178.333,44.083,0.511,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-07-31,70.75,24.604,7.692,8.2,175.917,53.583,0.658,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-01,28.921,11.838,7.163,6.067,164.375,42.792,0.558,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-02,17.638,8.829,6.058,5.025,148.417,43.375,0.41,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-03,17.833,10.638,7.504,5.192,162.583,39.667,0.292,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-04,30.279,13.121,8.608,5.988,169.333,33.625,1.002,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-05,44.838,16.362,7.696,7.425,160.792,40.417,1.063,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-06,34.988,12.942,6.429,6.258,149.25,45.458,0.679,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-07,32.387,12.263,6.571,5.392,155.75,45.917,0.664,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-08,24.312,11.138,7.45,6.379,167.833,46.333,0.542,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-09,31.767,14.483,11.05,8.025,210.25,38.125,0.561,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-10,26.929,13.992,12.333,6.688,214.792,28.667,0.541,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-11,25.683,11.0,7.871,5.204,169.417,38.542,0.479,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-12,22.012,10.596,9.296,6.812,182.417,35.5,0.409,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-13,37.017,15.079,11.017,10.112,203.5,37.083,0.489,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-14,28.542,12.321,11.308,10.875,197.583,40.458,0.452,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-15,32.467,14.612,11.525,11.654,205.083,40.833,0.48,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-16,30.854,14.275,9.904,10.725,192.417,40.75,0.461,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-17,28.108,13.917,10.717,12.112,198.375,43.917,0.41,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-18,33.962,16.662,18.246,11.442,270.125,38.5,0.426,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-19,39.183,21.488,16.517,11.133,292.167,56.833,0.477,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
2024-08-20,40.7,23.521,16.329,16.2,288.958,56.75,0.593,22.412,73.094,Copernicus S5P TROPOMI & CAMS Multi-Sensor Assimilation,0.18,0.85
